user_id,Total_Transactions,Avg_Transaction_Value,Total_Spent,Active_Days,Preferred_Payment_Method,Churn,Churn_Prediction,Churn_Probability,Risk_Category,Customer_Value_Tier,Priority_Score
cust_3094,796,9283.241469,7389460.209,74,Debit Card,1,1,0.99,Critical Risk,Gold,0.7458299481164716
cust_3095,599,4174.761936,2500682.4,56,Debit Card,1,1,0.995,Critical Risk,Silver,0.6483810844512491
cust_3096,309,12156.8512,3756467.021,232,Debit Card,0,0,0.0,Low Risk,Gold,0.07718347169729878
cust_3097,736,15181.60671,11173662.54,179,Credit Card,0,0,0.0,Low Risk,Platinum,0.2295832923835105
cust_3098,556,8600.52667,4781892.829,61,Credit Card,1,1,1.0,Critical Risk,Gold,0.6982527166519312
cust_3099,848,19553.82496,16581643.57,360,Debit Card,0,0,0.01,Low Risk,Platinum,0.3467001339357137
cust_3100,494,1153.955884,570054.2068,117,Credit Card,0,0,0.0,Low Risk,Bronze,0.011712804209515223
cust_3101,439,11787.32203,5174634.37,78,UPI,1,1,1.0,Critical Risk,Gold,0.7063223084903969
cust_3102,650,11676.17946,7589516.65,236,Wallet Balance,0,0,0.0,Low Risk,Gold,0.15594047286365165
cust_3103,782,735.5626054,575209.9574,33,Credit Card,1,1,0.995,Critical Risk,Bronze,0.608818738516482
cust_3104,359,4499.157746,1615197.631,55,Credit Card,1,1,1.0,Critical Risk,Silver,0.6331871835799174
cust_3105,36,18111.79625,652024.6649,243,UPI,0,0,0.005,Low Risk,Bronze,0.016397036893419294
cust_3106,34,10894.83575,370424.4156,274,Debit Card,0,0,0.0,Low Risk,Bronze,0.00761104576124829
cust_3107,88,8733.353641,768535.1204,74,UPI,1,1,0.995,Critical Risk,Bronze,0.612790956870422
cust_3108,658,8315.773946,5471779.257,21,Debit Card,1,1,1.0,Critical Risk,Gold,0.712427692578038
cust_3109,16,17764.33503,284229.3605,353,UPI,0,0,0.0,Low Risk,Bronze,0.00584001102074179
cust_3110,745,7346.953201,5473480.135,201,Debit Card,0,0,0.005,Low Risk,Gold,0.115462640221193
cust_3111,421,17184.74558,7234777.888,154,UPI,0,0,0.0,Low Risk,Gold,0.14865171748693787
cust_3112,553,6190.76006,3423490.313,254,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07034185744270695
cust_3113,767,10634.76465,8156864.487,207,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.1675976697656375
cust_3114,793,2884.957193,2287771.054,149,Credit Card,0,0,0.0,Low Risk,Silver,0.04700643221654106
cust_3115,126,16502.35594,2079296.849,183,Wallet Balance,0,0,0.0,Low Risk,Silver,0.042722949142876034
cust_3116,8,14722.13767,117777.1014,302,UPI,0,0,0.0,Low Risk,Bronze,0.0024199455290510826
cust_3117,472,10606.56034,5006296.48,297,Wallet Balance,0,0,0.0,Low Risk,Gold,0.10286349926998775
cust_3118,468,527.7671365,246995.0199,261,UPI,0,0,0.015,Low Risk,Bronze,0.014074963528563186
cust_3119,880,9630.334064,8474693.976,44,Debit Card,1,1,0.99,Critical Risk,Platinum,0.7681280567573667
cust_3120,862,4511.678599,3889066.953,144,Wallet Balance,0,0,0.0,Low Risk,Gold,0.0799079793374221
cust_3121,852,8273.352175,7048896.053,244,Wallet Balance,0,0,0.0,Low Risk,Gold,0.14483243589320643
cust_3122,510,17129.96551,8736282.411,5,Debit Card,1,1,1.0,Critical Risk,Platinum,0.7795028686367982
cust_3123,402,15394.37007,6188536.77,62,Wallet Balance,1,1,0.995,Critical Risk,Gold,0.7241547839937732
cust_3124,836,4846.638661,4051789.921,346,Credit Card,0,0,0.0,Low Risk,Gold,0.08325141973631717
cust_3125,176,19699.21912,3467062.566,26,UPI,1,1,0.99,Critical Risk,Silver,0.6652371289138559
cust_3126,740,18065.17802,13368231.74,317,Credit Card,0,0,0.0,Low Risk,Platinum,0.274674722386501
cust_3127,966,10578.18213,10218523.94,325,Debit Card,0,0,0.0,Low Risk,Platinum,0.20995822641381842
cust_3128,835,10607.7049,8857433.594,184,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.18199214083109674
cust_3129,914,18026.30664,16476044.27,306,UPI,0,0,0.005,Low Risk,Platinum,0.34153040356479863
cust_3130,367,12726.53472,4670638.242,36,Credit Card,1,1,0.995,Critical Risk,Gold,0.692966788086898
cust_3131,488,10738.40135,5240339.86,30,Credit Card,1,1,1.0,Critical Risk,Gold,0.7076723477159302
cust_3132,18,14985.47899,269738.6218,69,Debit Card,1,1,0.985,Critical Risk,Bronze,0.5965422723439288
cust_3133,56,4709.591334,263737.1147,232,Wallet Balance,0,0,0.015,Low Risk,Bronze,0.014418960425893936
cust_3134,919,17568.76462,16145694.69,176,UPI,0,0,0.005,Low Risk,Platinum,0.3347427684503136
cust_3135,35,10632.99066,372154.673,278,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.007646597057803102
cust_3136,902,12073.95091,10890703.72,33,Wallet Balance,1,1,1.0,Critical Risk,Platinum,0.823769386936483
cust_3137,630,1807.977986,1139026.131,69,Debit Card,1,1,1.0,Critical Risk,Bronze,0.6234033709475024
cust_3138,794,6197.084086,4920484.764,352,Debit Card,0,0,0.0,Low Risk,Gold,0.10110034093100691
cust_3139,766,8540.43938,6541976.565,255,UPI,0,0,0.0,Low Risk,Gold,0.1344168497224428
cust_3140,725,8284.051373,6005937.246,50,UPI,1,1,0.995,Critical Risk,Gold,0.7204029434708016
cust_3141,573,15567.90448,8920409.267,23,Debit Card,1,1,1.0,Critical Risk,Platinum,0.783286090983578
cust_3142,600,5653.624726,3392174.835,254,Debit Card,0,0,0.0,Low Risk,Silver,0.06969842378645806
cust_3143,783,3650.364154,2858235.133,164,UPI,0,0,0.0,Low Risk,Silver,0.05872765799855281
cust_3144,347,11656.51886,4044812.043,273,Credit Card,0,0,0.0,Low Risk,Gold,0.08310804649595346
cust_3145,32,12304.14702,393732.7046,181,Credit Card,0,0,0.005,Low Risk,Bronze,0.01108995710381747
cust_3146,908,2440.450309,2215928.88,347,Wallet Balance,0,0,0.0,Low Risk,Silver,0.045530303616821505
cust_3147,133,59.34537469,7892.934834,250,UPI,0,0,0.01,Low Risk,Bronze,0.006162174753288926
cust_3148,576,18353.80511,10571791.74,237,UPI,0,0,0.0,Low Risk,Platinum,0.2172167581912673
cust_3149,199,1601.943572,318786.7709,232,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.006550056095709677
cust_3150,256,17958.35997,4597340.152,122,UPI,0,0,0.0,Low Risk,Gold,0.09446074503544731
cust_3151,342,7990.305339,2732684.426,242,Credit Card,0,0,0.0,Low Risk,Silver,0.05614798955313926
cust_3152,667,13064.5876,8714079.93,134,UPI,0,0,0.0,Low Risk,Platinum,0.17904667813804143
cust_3153,975,3720.437667,3627426.726,71,Debit Card,1,1,1.0,Critical Risk,Silver,0.6745321032968137
cust_3154,231,16480.10139,3806903.42,346,UPI,0,0,0.0,Low Risk,Gold,0.07821977957727422
cust_3155,301,3612.065804,1087231.807,310,UPI,0,0,0.0,Low Risk,Bronze,0.02233916201975556
cust_3156,547,7736.317875,4231765.878,279,Wallet Balance,0,0,0.0,Low Risk,Gold,0.08694935428642692
cust_3157,26,4768.135332,123971.5186,219,Debit Card,0,0,0.005,Low Risk,Bronze,0.005547221137212867
cust_3158,535,16751.74409,8962183.09,185,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.18414441042766838
cust_3159,653,17168.13291,11210790.79,307,UPI,0,0,0.0,Low Risk,Platinum,0.23034616005066288
cust_3160,474,7446.857499,3529810.454,314,Debit Card,0,0,0.0,Low Risk,Silver,0.07252639880773183
cust_3161,387,6154.495635,2381789.811,217,Credit Card,0,0,0.0,Low Risk,Silver,0.04893821919333526
cust_3162,285,15473.57185,4409967.977,281,Credit Card,0,0,0.005,Low Risk,Gold,0.09361084168606987
cust_3163,450,17571.45432,7907154.442,281,UPI,0,0,0.0,Low Risk,Platinum,0.16246692109060776
cust_3164,320,12484.15968,3994931.098,125,Credit Card,0,0,0.0,Low Risk,Gold,0.0820831514322888
cust_3165,156,18548.79948,2893612.719,179,UPI,0,0,0.0,Low Risk,Silver,0.05945455507830486
cust_3166,471,7667.045819,3611178.581,327,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07419825549973996
cust_3167,420,3046.209176,1279407.854,35,UPI,1,1,0.995,Critical Risk,Bronze,0.6232877696879721
cust_3168,113,3601.063217,406920.1435,70,Debit Card,1,1,1.0,Critical Risk,Bronze,0.6083609171073016
cust_3169,902,13399.94073,12086746.54,360,Debit Card,0,0,0.0,Low Risk,Platinum,0.24834426983313956
cust_3170,651,8156.453197,5309851.031,178,UPI,0,0,0.0,Low Risk,Gold,0.10910058160419062
cust_3171,422,3134.728821,1322855.562,49,Credit Card,1,1,1.0,Critical Risk,Bronze,0.6271804821547616
cust_3172,886,5851.61483,5184530.739,68,Wallet Balance,1,1,0.995,Critical Risk,Gold,0.7035256474555329
cust_3173,930,10616.79539,9873619.713,7,UPI,1,1,0.99,Critical Risk,Platinum,0.7968715395098438
cust_3174,721,2437.690887,1757575.129,94,Credit Card,0,0,0.01,Low Risk,Silver,0.042112589160688316
cust_3175,835,78.8155539,65810.98751,81,Debit Card,1,1,0.97,Critical Risk,Bronze,0.5833522068644428
cust_3176,876,18346.78797,16071786.26,250,Wallet Balance,0,0,0.005,Low Risk,Platinum,0.33322418484949756
cust_3177,942,6104.175204,5750133.042,38,Credit Card,1,1,0.995,Critical Risk,Gold,0.7151469791753323
cust_3178,994,4437.747925,4411121.438,350,UPI,0,0,0.005,Low Risk,Gold,0.09363454164774922
cust_3179,598,13972.63139,8355633.569,45,Wallet Balance,1,1,0.995,Critical Risk,Platinum,0.7686817433723215
cust_3180,285,17069.52042,4864813.319,359,Wallet Balance,0,0,0.0,Low Risk,Gold,0.09995646947533222
cust_3181,572,12649.25256,7235372.464,137,Credit Card,0,0,0.0,Low Risk,Gold,0.14866393413614876
cust_3182,54,5097.110254,275243.9537,311,Credit Card,0,0,0.005,Low Risk,Bronze,0.008655389436801492
cust_3183,605,17234.1161,10426640.24,308,UPI,0,0,0.0,Low Risk,Platinum,0.21423435567596766
cust_3184,325,10213.43965,3319367.886,305,Debit Card,0,0,0.0,Low Risk,Silver,0.06820247212334131
cust_3185,970,7630.004151,7401104.027,229,Wallet Balance,0,0,0.0,Low Risk,Gold,0.15206919161096466
cust_3186,458,12098.47513,5541101.61,183,UPI,0,0,0.0,Low Risk,Gold,0.11385204685583522
cust_3187,885,14015.23835,12403485.94,326,Debit Card,0,0,0.0,Low Risk,Platinum,0.25485225895660363
cust_3188,265,11880.65918,3148374.684,204,Credit Card,0,0,0.0,Low Risk,Silver,0.06468910467110048
cust_3189,382,18405.70646,7030979.868,111,Debit Card,0,0,0.005,Low Risk,Gold,0.14746431516962744
cust_3190,213,12564.07594,2676148.176,68,Credit Card,1,1,1.0,Critical Risk,Silver,0.6549863491001945
cust_3191,333,17572.82845,5851751.872,357,Debit Card,0,0,0.005,Low Risk,Gold,0.12323492352446962
cust_3192,10,11743.29912,117432.9912,38,UPI,1,1,0.985,Critical Risk,Bronze,0.5934128751568811
cust_3193,358,6600.294679,2362905.495,198,Credit Card,0,0,0.0,Low Risk,Silver,0.04855020645121332
cust_3194,203,10650.61338,2162074.516,305,Wallet Balance,0,0,0.0,Low Risk,Silver,0.044423767407044394
cust_3195,708,1735.870426,1228996.262,92,UPI,0,0,0.03,Low Risk,Bronze,0.04325197151309238
cust_3196,58,4611.190932,267449.074,264,UPI,0,0,0.0,Low Risk,Bronze,0.005495229405222501
cust_3197,494,15326.97093,7571523.638,243,Debit Card,0,0,0.0,Low Risk,Gold,0.1555707735891239
cust_3198,510,13232.89746,6748777.703,116,UPI,0,0,0.0,Low Risk,Gold,0.13866595658071174
cust_3199,768,3338.709024,2564128.53,95,Debit Card,0,0,0.005,Low Risk,Silver,0.05568470100152953
cust_3200,223,8765.923373,1954800.912,213,Debit Card,0,0,0.0,Low Risk,Silver,0.040164952872404264
cust_3201,369,2848.424197,1051068.529,246,Credit Card,0,0,0.0,Low Risk,Bronze,0.021596121463724936
cust_3202,692,17117.79895,11845516.87,173,UPI,0,0,0.0,Low Risk,Platinum,0.24338776594187495
cust_3203,418,2192.302338,916382.3773,285,UPI,0,0,0.0,Low Risk,Bronze,0.018828748631848545
cust_3204,874,13088.15759,11439049.73,79,Wallet Balance,1,1,0.995,Critical Risk,Platinum,0.8320361566183568
cust_3205,547,12143.93002,6642729.721,280,UPI,0,0,0.0,Low Risk,Gold,0.13648700721911886
cust_3206,871,9460.805146,8240361.283,149,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.16931326384775072
cust_3207,103,5571.910107,573906.741,279,UPI,0,0,0.0,Low Risk,Bronze,0.01179196155675833
cust_3208,161,8085.090435,1301699.56,351,Debit Card,0,0,0.005,Low Risk,Bronze,0.02974579347721799
cust_3209,200,16129.7621,3225952.419,226,Wallet Balance,0,0,0.0,Low Risk,Silver,0.06628308084079386
cust_3210,160,15233.4008,2437344.128,323,Debit Card,0,0,0.0,Low Risk,Silver,0.05007968404045398
cust_3211,695,14778.79421,10271261.98,118,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.21104182570936808
cust_3212,865,14998.97345,12974112.04,73,UPI,1,1,0.985,Critical Risk,Platinum,0.8575768137558004
cust_3213,136,2886.288623,392535.2528,6,Wallet Balance,1,1,1.0,Critical Risk,Bronze,0.6080653532708549
cust_3214,942,1990.938043,1875463.636,321,Debit Card,0,0,0.0,Low Risk,Silver,0.03853482372114217
cust_3215,398,17231.35747,6858080.273,22,Debit Card,1,1,1.0,Critical Risk,Gold,0.7409117773934262
cust_3216,738,16745.11966,12357898.31,179,UPI,0,0,0.0,Low Risk,Platinum,0.25391557788628366
cust_3217,392,13629.5529,5342784.736,196,Debit Card,0,0,0.01,Low Risk,Gold,0.11577726468793506
cust_3218,755,12122.05585,9152152.166,109,UPI,0,0,0.0,Low Risk,Platinum,0.1880476718482637
cust_3219,106,7343.765413,778439.1337,185,Credit Card,0,0,0.005,Low Risk,Bronze,0.018994452901654725
cust_3220,583,4489.411006,2617326.616,55,Debit Card,1,1,1.0,Critical Risk,Silver,0.6537777527818799
cust_3221,589,13356.45219,7866950.34,229,Credit Card,0,0,0.0,Low Risk,Platinum,0.16164085442970405
cust_3222,54,18261.56242,986124.3704,19,Credit Card,1,1,0.985,Critical Risk,Bronze,0.6112617251814774
cust_3223,277,8745.561549,2422520.549,364,Wallet Balance,0,0,0.0,Low Risk,Silver,0.04977510655213768
cust_3224,111,6071.21728,673905.1181,216,Credit Card,0,0,0.0,Low Risk,Bronze,0.013846610743221575
cust_3225,224,5422.128852,1214556.863,48,Wallet Balance,1,1,1.0,Critical Risk,Bronze,0.6249552877041271
cust_3226,75,483.8678056,36290.08542,160,Debit Card,0,0,0.005,Low Risk,Bronze,0.0037456460459385265
cust_3227,506,10411.13128,5268032.426,273,UPI,0,0,0.0,Low Risk,Gold,0.1082413420321688
cust_3228,14,19764.83824,276707.7353,96,UPI,0,0,0.06,Low Risk,Bronze,0.04168546550164194
cust_3229,971,16306.60195,15833710.49,30,Wallet Balance,1,1,0.98,Critical Risk,Platinum,0.9133324835906067
cust_3230,770,17950.51962,13821900.1,121,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.28399616693220564
cust_3231,482,12427.07028,5989847.877,354,Credit Card,0,0,0.0,Low Risk,Gold,0.12307235801646473
cust_3232,189,9634.113746,1820847.498,190,Wallet Balance,0,0,0.0,Low Risk,Silver,0.03741263547405446
cust_3233,364,19809.23558,7210561.75,152,Credit Card,0,0,0.005,Low Risk,Gold,0.1511541527295496
cust_3234,239,8948.770592,2138756.171,255,Credit Card,0,0,0.005,Low Risk,Silver,0.04694464944559981
cust_3235,401,18337.44321,7353314.727,191,Wallet Balance,0,0,0.005,Low Risk,Gold,0.15408727321174445
cust_3236,846,15239.27773,12892428.96,142,Credit Card,0,0,0.0,Low Risk,Platinum,0.2648984857795176
cust_3237,985,6626.258721,6526864.84,246,Debit Card,0,0,0.005,Low Risk,Gold,0.13710635174859812
cust_3238,304,10066.21304,3060128.765,34,Debit Card,1,1,0.985,Critical Risk,Silver,0.6538759311882875
cust_3239,91,7692.741143,700039.444,187,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.014383588172320275
cust_3240,392,2733.103251,1071376.474,86,Credit Card,1,1,1.0,Critical Risk,Bronze,0.622013385262229
cust_3241,184,7141.763965,1314084.57,161,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.027000266114262806
cust_3242,17,17780.56796,302269.6553,364,Debit Card,0,0,0.01,Low Risk,Bronze,0.012210681806701746
cust_3243,965,15055.18735,14528255.79,118,Credit Card,0,0,0.0,Low Risk,Platinum,0.2985095339077601
cust_3244,12,5558.845675,66706.1481,111,Wallet Balance,0,0,0.015,Low Risk,Bronze,0.010370599572718082
cust_3245,166,7364.587129,1222521.463,58,UPI,1,1,0.995,Critical Risk,Bronze,0.6221189349490633
cust_3246,146,12332.51412,1800547.062,18,Credit Card,1,1,0.995,Critical Risk,Silver,0.6339955259616616
cust_3247,282,8328.634902,2348675.042,359,Debit Card,0,0,0.0,Low Risk,Silver,0.048257815819211215
cust_3248,991,10065.85189,9975259.219,140,UPI,0,0,0.005,Low Risk,Platinum,0.20795990868514144
cust_3249,549,13966.38654,7667546.209,194,Debit Card,0,0,0.005,Low Risk,Platinum,0.160543732582148
cust_3250,582,9350.344454,5441900.472,130,Debit Card,0,0,0.005,Low Risk,Gold,0.1148137784018972
cust_3251,169,3827.486095,646845.1501,212,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.013290614307586206
cust_3252,847,10416.27301,8822583.237,284,Debit Card,0,0,0.0,Low Risk,Platinum,0.18127607663351084
cust_3253,170,7128.803422,1211896.582,120,UPI,0,0,0.0,Low Risk,Bronze,0.024900627375120547
cust_3254,765,5821.777227,4453659.579,42,Wallet Balance,1,1,1.0,Critical Risk,Gold,0.6915085654002737
cust_3255,346,6568.890137,2272835.987,3,Wallet Balance,1,1,0.995,Critical Risk,Silver,0.6436995640037636
cust_3256,499,8785.654328,4384041.509,229,Credit Card,0,0,0.0,Low Risk,Gold,0.09007813507693364
cust_3257,460,17733.39673,8157362.494,229,UPI,0,0,0.0,Low Risk,Platinum,0.16760790222847416
cust_3258,297,14683.80152,4361089.05,343,UPI,0,0,0.0,Low Risk,Gold,0.08960653491121774
cust_3259,943,13360.95995,12599385.23,141,Debit Card,0,0,0.0,Low Risk,Platinum,0.25887736744836165
cust_3260,142,9430.491616,1339129.809,57,Wallet Balance,1,1,1.0,Critical Risk,Bronze,0.6275148662650699
cust_3261,897,46.58064352,41782.83724,216,UPI,0,0,0.005,Low Risk,Bronze,0.0038585046581050184
cust_3262,785,6817.608722,5351822.847,131,UPI,0,0,0.0,Low Risk,Gold,0.10996296917586634
cust_3263,737,16265.70888,11987827.44,114,Debit Card,0,0,0.0,Low Risk,Platinum,0.2463117963647209
cust_3264,695,7769.536481,5399827.854,191,Credit Card,0,0,0.0,Low Risk,Gold,0.11094931966913564
cust_3265,733,11280.74431,8268785.579,243,UPI,0,0,0.005,Low Risk,Platinum,0.17289729289248001
cust_3266,53,4102.748929,217445.6932,294,Debit Card,0,0,0.0,Low Risk,Bronze,0.004467818674562434
cust_3267,118,18317.99626,2161523.559,315,Credit Card,0,0,0.0,Low Risk,Silver,0.044412446989807085
cust_3268,365,18464.17701,6739424.609,28,Credit Card,1,1,0.99,Critical Risk,Gold,0.732473780192101
cust_3269,671,2929.946975,1965994.42,26,Credit Card,1,1,1.0,Critical Risk,Silver,0.6403949439259877
cust_3270,958,14485.93739,13877528.02,84,Credit Card,1,1,0.96,Critical Risk,Platinum,0.8611391440873082
cust_3271,136,1514.01777,205906.4167,347,UPI,0,0,0.0,Low Risk,Bronze,0.004230723176008594
cust_3272,414,11974.96688,4957636.29,321,UPI,0,0,0.0,Low Risk,Gold,0.10186368684606545
cust_3273,77,3581.28648,275759.059,330,Debit Card,0,0,0.0,Low Risk,Bronze,0.005665973215421514
cust_3274,848,2922.647997,2478405.502,202,UPI,0,0,0.0,Low Risk,Silver,0.05092336491939259
cust_3275,962,92.35514968,88845.65399,61,UPI,1,1,0.965,Critical Risk,Bronze,0.5808254961328901
cust_3276,557,18817.73417,10481477.93,185,UPI,0,0,0.0,Low Risk,Platinum,0.21536109611329846
cust_3277,18,16586.75731,298561.6315,246,Credit Card,0,0,0.0,Low Risk,Bronze,0.0061344936894042286
cust_3278,867,1558.73639,1351424.45,1,UPI,1,1,1.0,Critical Risk,Bronze,0.6277674821060575
cust_3279,941,11991.51845,11284018.86,243,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.23185076441340483
cust_3280,403,4665.635714,1880251.193,32,Debit Card,1,1,1.0,Critical Risk,Silver,0.6386331928185262
cust_3281,205,5287.677484,1083973.884,235,UPI,0,0,0.0,Low Risk,Bronze,0.022272222044971614
cust_3282,499,17484.66473,8724847.7,17,Wallet Balance,1,1,0.985,Critical Risk,Platinum,0.7702679216273072
cust_3283,324,2295.371655,743700.4161,89,Wallet Balance,1,1,0.99,Critical Risk,Bronze,0.6092806825393193
cust_3284,595,12033.78781,7160103.748,52,Credit Card,1,1,1.0,Critical Risk,Gold,0.7471174009765067
cust_3285,562,8031.098144,4513477.157,164,Debit Card,0,0,0.005,Low Risk,Gold,0.09573762672644906
cust_3286,281,3824.103987,1074573.22,303,Credit Card,0,0,0.0,Low Risk,Bronze,0.02207906824388043
cust_3287,166,9043.842325,1501277.826,32,Wallet Balance,1,1,1.0,Critical Risk,Silver,0.630846493246201
cust_3288,243,18810.38085,4570922.546,198,UPI,0,0,0.005,Low Risk,Gold,0.09691794709961754
cust_3289,889,15634.38488,13898968.16,351,Wallet Balance,0,0,0.01,Low Risk,Platinum,0.2915796708987045
cust_3290,479,2650.906913,1269784.411,201,Debit Card,0,0,0.0,Low Risk,Bronze,0.026090038485683198
cust_3291,164,16990.1005,2786376.482,107,Wallet Balance,0,0,0.0,Low Risk,Silver,0.05725119084879248
cust_3292,324,18749.43617,6074817.321,336,Wallet Balance,0,0,0.0,Low Risk,Gold,0.12481821033979042
cust_3293,568,5546.515974,3150421.073,345,Credit Card,0,0,0.0,Low Risk,Silver,0.06473115146841833
cust_3294,551,6675.059713,3677957.902,296,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07557035854325245
cust_3295,831,2534.935433,2106531.345,28,Credit Card,1,1,1.0,Critical Risk,Silver,0.6432825315748407
cust_3296,640,6905.352687,4419425.72,337,Credit Card,0,0,0.0,Low Risk,Gold,0.09080516827940342
cust_3297,903,13466.08453,12159874.33,287,UPI,0,0,0.0,Low Risk,Platinum,0.2498468137602385
cust_3298,634,5450.378752,3455540.129,119,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07100037941356699
cust_3299,759,146.4319652,111141.8616,343,UPI,0,0,0.005,Low Risk,Bronze,0.005283612415930405
cust_3300,698,6777.507506,4730700.239,31,Debit Card,1,1,1.0,Critical Risk,Gold,0.697200871447571
cust_3301,208,9068.948839,1886341.359,154,Credit Card,0,0,0.0,Low Risk,Silver,0.038758326395492294
cust_3302,315,11331.45719,3569409.014,260,Credit Card,0,0,0.0,Low Risk,Silver,0.07334002350293817
cust_3303,304,13679.66384,4158617.806,107,Debit Card,0,0,0.0,Low Risk,Gold,0.08544639362861686
cust_3304,901,1245.069041,1121807.206,251,Credit Card,0,0,0.0,Low Risk,Bronze,0.023049576703345384
cust_3305,239,9400.341387,2246681.591,363,UPI,0,0,0.0,Low Risk,Silver,0.046162174197826054
cust_3306,727,5334.585629,3878243.752,107,UPI,0,0,0.0,Low Risk,Gold,0.079685596917082
cust_3307,804,18959.91162,15243768.94,117,Debit Card,0,0,0.0,Low Risk,Platinum,0.3132110576143009
cust_3308,224,7204.371211,1613779.151,245,Wallet Balance,0,0,0.0,Low Risk,Silver,0.03315803831913885
cust_3309,88,2011.472737,177009.6009,79,Credit Card,1,1,0.985,Critical Risk,Bronze,0.594636985349489
cust_3310,537,839.4149005,450765.8016,229,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.009261806185281508
cust_3311,429,5315.463693,2280333.924,23,UPI,1,1,0.985,Critical Risk,Silver,0.6378536228055559
cust_3312,220,3585.78599,788872.9179,197,UPI,0,0,0.005,Low Risk,Bronze,0.0192088340430289
cust_3313,275,12999.49454,3574860.999,361,Credit Card,0,0,0.0,Low Risk,Silver,0.07345204448637531
cust_3314,647,16940.86117,10960737.18,188,Debit Card,0,0,0.005,Low Risk,Platinum,0.22820835220559238
cust_3315,954,6258.048482,5970178.252,217,UPI,0,0,0.005,Low Risk,Gold,0.1256682096674983
cust_3316,745,11560.05118,8612238.133,247,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.1769541525249032
cust_3317,977,14608.80249,14272800.03,154,UPI,0,0,0.01,Low Risk,Platinum,0.29926072903029227
cust_3318,66,7975.768906,526400.7478,195,Credit Card,0,0,0.005,Low Risk,Bronze,0.013815864212869452
cust_3319,592,1335.848971,790822.5906,116,Debit Card,0,0,0.005,Low Risk,Bronze,0.01924889362742514
cust_3320,423,4591.406369,1942164.894,196,UPI,0,0,0.005,Low Risk,Silver,0.04290532281782977
cust_3321,255,17662.4855,4503933.803,55,Credit Card,1,1,1.0,Critical Risk,Gold,0.6925415410988531
cust_3322,125,16491.36052,2061420.065,175,UPI,0,0,0.0,Low Risk,Silver,0.04235563798476146
cust_3323,146,1739.785251,254008.6467,144,UPI,0,0,0.0,Low Risk,Bronze,0.005219071293275868
cust_3324,615,4486.73498,2759342.013,314,Wallet Balance,0,0,0.0,Low Risk,Silver,0.056695718336655924
cust_3325,385,15385.61399,5923461.386,363,UPI,0,0,0.0,Low Risk,Gold,0.12170832638234233
cust_3326,447,9723.105657,4346228.229,217,UPI,0,0,0.0,Low Risk,Gold,0.08930119221803293
cust_3327,387,15201.74096,5883073.753,257,Debit Card,0,0,0.0,Low Risk,Gold,0.12087848874204099
cust_3328,383,4229.738509,1619989.849,127,Wallet Balance,0,0,0.005,Low Risk,Silver,0.03628564844605429
cust_3329,277,19054.4358,5278078.717,173,Debit Card,0,0,0.005,Low Risk,Gold,0.11144776141845025
cust_3330,382,15674.3129,5987587.528,94,Credit Card,0,0,0.005,Low Risk,Gold,0.1260259150204016
cust_3331,124,3957.071973,490676.9247,219,UPI,0,0,0.0,Low Risk,Bronze,0.010081853059904729
cust_3332,926,11173.39952,10346567.96,52,Wallet Balance,1,1,0.99,Critical Risk,Platinum,0.8065891245259087
cust_3333,267,2270.811591,606306.6947,19,Debit Card,1,1,1.0,Critical Risk,Bronze,0.6124576777457779
cust_3334,790,7235.081954,5715714.744,358,Debit Card,0,0,0.0,Low Risk,Gold,0.11743979241854692
cust_3335,111,13195.83116,1464737.258,237,Credit Card,0,0,0.0,Low Risk,Silver,0.030095700578445735
cust_3336,381,6609.252482,2518125.196,171,Credit Card,0,0,0.0,Low Risk,Silver,0.05173947853373713
cust_3337,825,13138.60033,10839345.27,275,Credit Card,0,0,0.0,Low Risk,Platinum,0.22271413383567526
cust_3338,601,4903.141499,2946788.041,295,Debit Card,0,0,0.0,Low Risk,Silver,0.06054713913072366
cust_3339,899,14426.92354,12969804.27,364,UPI,0,0,0.0,Low Risk,Platinum,0.2664883027580957
cust_3340,158,7198.195583,1137314.902,160,Credit Card,0,0,0.0,Low Risk,Bronze,0.023368210624158475
cust_3341,728,15811.72061,11510932.6,240,Debit Card,0,0,0.005,Low Risk,Platinum,0.23951312139167955
cust_3342,896,2742.431395,2457218.53,65,Credit Card,1,1,0.995,Critical Risk,Silver,0.6474880399066687
cust_3343,813,7245.939208,5890948.576,217,UPI,0,0,0.0,Low Risk,Gold,0.12104029135464055
